,TransactionNo,BranchID,ReservationDate,FinancingType,ClientID,SourceofSale,StatusCode,UnitCode,LotPrice,Vat,GrossLotPrice,SalesDisc,NetLotPrice,Misc,TCP,"INSERT INTO ReservationHDR (
    TransactionNo, BranchID, ReservationDate, FinTypeCode, ClientID,
    SourceCode, StatusCode, UnitCode, LotPrice, Vat, GrossLotPrice,
    SalesDisc, NetLotPrice, Misc, TCP
) VALUES ("
,018-2024-RS-000370,18,3/31/2024 18:56,INH,966738,AGT,13,HIJ-20-23-D,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000267,14,3/31/2024 19:00,INH,966666,AGT,13,EFG-6-37-D,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000268,14,3/31/2024 19:08,INH,966666,AGT,13,EFG-6-37-H,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000269,14,3/31/2024 19:17,INH,966666,AGT,13,EFG-6-37-G,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000270,14,3/31/2024 19:23,INH,966666,AGT,13,EFG-6-37-F,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000271,14,3/31/2024 19:29,INH,966666,AGT,13,EFG-6-36-J,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000272,14,3/31/2024 19:33,INH,966666,AGT,13,EFG-6-37-E,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000273,14,3/31/2024 19:38,INH,966667,AGT,13,EFG-6-28-O,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000274,14,3/31/2024 19:57,INH,966667,AGT,13,EFG-6-29-K,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000275,14,3/31/2024 20:04,INH,966667,AGT,13,EFG-6-29-L,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000276,14,3/31/2024 20:10,INH,966667,AGT,13,EFG-6-29-M,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000277,14,3/31/2024 20:16,INH,966667,AGT,13,EFG-6-29-N,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000278,14,3/31/2024 20:29,INH,966667,AGT,13,EFG-6-28-T,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000279,14,3/31/2024 20:33,INH,966667,AGT,13,EFG-6-29-P,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000280,14,3/31/2024 20:36,INH,966667,AGT,13,EFG-6-29-Q,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000281,14,3/31/2024 20:41,INH,966667,AGT,13,EFG-6-29-R,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,014-2024-RS-000282,14,3/31/2024 20:46,INH,966667,AGT,13,EFG-6-29-S,99687.5,11962.5,111650.00,11165.00,100485.00,33350.00,133835.00,
,018-2024-RS-000371,18,3/31/2024 20:47,INH,966748,AGT,13,HIJ-27-10-A,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000372,18,3/31/2024 21:11,INH,966748,AGT,13,HIJ-27-10-B,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000373,18,3/31/2024 21:20,DEF,966750,AGT,13,HIJ-11-27-J,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000058,12,4/2/2024 15:42,INH,62192,OFCEMP,13,ABC-9-39-G,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,014-2024-RS-000289,14,4/3/2024 16:24,DEF,83431,AGT,13,EFG-6-39-A,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000290,14,4/3/2024 16:36,DEF,83431,AGT,13,EFG-6-39-B,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000291,14,4/5/2024 10:43,INH,966799,AGT,13,EFG-6-24-G,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,014-2024-RS-000293,14,4/6/2024 14:57,DEF,966812,AGT,13,EFG-6-5-M,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000376,18,4/6/2024 18:36,INH,966815,AGT,13,HIJ-27-39-I,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,018-2024-RS-000377,18,4/6/2024 18:43,INH,966815,AGT,13,HIJ-27-39-J,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,014-2024-RS-000295,14,4/8/2024 14:08,DEF,966823,OFCEMP,13,EFG-6-7-R,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000297,14,4/8/2024 17:12,INH,966830,AGT,13,EFG-6-25-B,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,014-2024-RS-000298,14,4/9/2024 9:53,INH,966832,AGT,13,EFG-6-27-P,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000299,14,4/9/2024 9:59,INH,966832,AGT,13,EFG-6-27-Q,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000300,14,4/9/2024 14:00,DEF,966836,AGT,13,EFG-6-5-J,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,021-2024-RS-000297,21,4/9/2024 15:26,INH,966838,AGT,13,KLM-8-13-Q,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000302,14,4/10/2024 14:23,INH,966848,AGT,13,EFG-6-26-M,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000378,18,4/11/2024 15:58,INH,966856,AGT,13,HIJ-27-37-G,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,014-2024-RS-000303,14,4/11/2024 16:40,INH,966857,AGT,13,EFG-6-4-A,113437.5,13612.5,127050.00,2541.00,124509.00,37950.00,162459.00,
,014-2024-RS-000304,14,4/11/2024 16:47,INH,966857,AGT,13,EFG-6-3-D,113437.5,13612.5,127050.00,2541.00,124509.00,37950.00,162459.00,
,014-2024-RS-000305,14,4/11/2024 16:51,INH,966859,AGT,13,EFG-6-4-B,113437.5,13612.5,127050.00,2541.00,124509.00,37950.00,162459.00,
,014-2024-RS-000306,14,4/12/2024 10:37,INH,966849,AGT,13,EFG-6-36-B,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000307,14,4/12/2024 10:49,INH,966849,AGT,13,EFG-6-36-C,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000308,14,4/12/2024 11:08,INH,966866,AGT,13,EFG-6-38-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000309,14,4/12/2024 11:22,INH,966866,AGT,13,EFG-6-38-J,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000379,18,4/12/2024 17:20,INH,966874,AGT,13,HIJ-16-5-B,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,021-2024-RS-000299,21,4/13/2024 11:27,INH,966880,AGT,13,KLM-8-4-T,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000311,14,4/13/2024 11:29,INH,966881,AGT,13,EFG-6-4-G,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000312,14,4/13/2024 11:35,INH,966881,AGT,13,EFG-6-4-H,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,021-2024-RS-000300,21,4/13/2024 11:54,INH,966820,AGT,13,KLM-32-B-2-A,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000301,21,4/13/2024 12:06,INH,966885,AGT,13,KLM-32-B-1-B,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,014-2024-RS-000313,14,4/13/2024 16:21,INH,966894,AGT,13,EFG-6-39-O,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000302,21,4/13/2024 16:36,INH,966899,AGT,13,KLM-12-11-K,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,021-2024-RS-000303,21,4/13/2024 16:40,INH,966900,AGT,13,KLM-12-11-L,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,021-2024-RS-000304,21,4/13/2024 17:17,INH,966903,AGT,13,KLM-9-25-F,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000305,21,4/13/2024 17:17,INH,966903,AGT,13,KLM-9-25-H,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000306,21,4/13/2024 17:23,INH,966903,AGT,13,KLM-9-25-G,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,014-2024-RS-000314,14,4/13/2024 17:32,DEF,966905,AGT,13,EFG-6-23-M,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000315,14,4/13/2024 17:40,DEF,966905,AGT,13,EFG-6-23-N,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000316,14,4/15/2024 11:40,INH,966912,AGT,13,EFG-6-5-E,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,014-2024-RS-000317,14,4/15/2024 14:19,INH,966917,AGT,13,EFG-6-6-L,99687.5,11962.5,111650.00,2233.00,109417.00,33350.00,142767.00,
,014-2024-RS-000318,14,4/15/2024 14:27,INH,966917,AGT,13,EFG-6-6-M,99687.5,11962.5,111650.00,2233.00,109417.00,33350.00,142767.00,
,014-2024-RS-000319,14,4/15/2024 14:33,INH,966917,AGT,13,EFG-6-6-N,99687.5,11962.5,111650.00,2233.00,109417.00,33350.00,142767.00,
,012-2024-RS-000060,12,4/15/2024 14:57,DEF,966919,AGT,13,ABC-2-20-M,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,014-2024-RS-000320,14,4/15/2024 16:13,INH,966924,AGT,13,EFG-6-27-K,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000321,14,4/15/2024 16:26,INH,966924,AGT,13,EFG-6-27-L,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000322,14,4/15/2024 16:30,DEF,966927,AGT,13,EFG-6-5-A,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,021-2024-RS-000307,21,4/15/2024 16:48,INH,966925,AGT,13,KLM-8-18-M,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000323,14,4/15/2024 18:44,INH,966931,AGT,13,EFG-1-9-L,104500,12540,117040.00,0.00,117040.00,34960.00,152000.00,
,018-2024-RS-000380,18,4/16/2024 8:43,INH,966928,AGT,13,HIJ-27-37-H,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,012-2024-RS-000061,12,4/16/2024 10:53,DEF,966940,AGT,13,ABC-24-15-U,65625,7875,73500.00,0.00,73500.00,24500.00,98000.00,
,018-2024-RS-000382,18,4/16/2024 13:15,INH,966956,AGT,13,HIJ-16-14-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000383,18,4/17/2024 14:07,INH,966959,AGT,13,HIJ-11-20-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000384,18,4/20/2024 10:24,INH,966974,AGT,13,HIJ-20-32-N,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000407,18,4/20/2024 13:20,INH,967260,AGT,13,HIJ-27-39-G,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,021-2024-RS-000308,21,4/20/2024 17:32,INH,966982,AGT,13,KLM-9-26-G,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000324,14,4/22/2024 10:50,INH,966986,AGT,13,EFG-6-1-J,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000325,14,4/22/2024 10:55,INH,966986,AGT,13,EFG-6-1-M,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000326,14,4/22/2024 10:58,INH,966986,AGT,13,EFG-6-1-N,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,021-2024-RS-000309,21,4/22/2024 16:09,INH,966999,AGT,13,KLM-32-B-2-F,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000310,21,4/22/2024 17:07,DEF,967001,AGT,13,KLM-9-20-P,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,014-2024-RS-000328,14,4/23/2024 15:12,DEF,967022,AGT,13,EFG-6-19-K,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000338,14,4/25/2024 9:48,INH,967160,AGT,13,EFG-6-26-E,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,018-2024-RS-000392,18,4/25/2024 14:44,DEF,967125,AGT,13,HIJ-17-25-G,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000332,14,4/25/2024 15:02,INH,962422,AGT,13,EFG-1-13-I,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000333,14,4/25/2024 15:14,INH,962422,AGT,13,EFG-1-13-J,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,012-2024-RS-000062,12,4/25/2024 15:59,INH,967057,AGT,13,ABC-2-16-A,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,021-2024-RS-000312,21,4/26/2024 10:28,INH,958038,AGT,13,KLM-2-B-1-D,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,018-2024-RS-000389,18,4/26/2024 12:12,INH,967109,AGT,13,HIJ-11-16-T,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000313,21,4/26/2024 12:25,INH,967069,AGT,13,KLM-8-7-T,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000314,21,4/26/2024 15:59,DEF,966979,OFCEMP,13,KLM-5-25-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000395,18,4/27/2024 11:06,INH,967181,AGT,13,HIJ-16-23-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000334,14,4/27/2024 11:36,INH,967089,AGT,13,EFG-6-32-U,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,018-2024-RS-000394,18,4/27/2024 11:42,INH,967128,AGT,13,HIJ-11-20-N,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000390,18,4/27/2024 13:01,INH,967110,AGT,13,HIJ-11-16-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000396,18,4/27/2024 13:20,INH,967180,AGT,13,HIJ-27-40-J,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,018-2024-RS-000387,18,4/27/2024 16:34,INH,967103,AGT,13,HIJ-20-31-O,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000388,18,4/27/2024 17:59,INH,966994,AGT,13,HIJ-11-17-N,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000316,21,4/29/2024 15:18,INH,967115,AGT,13,KLM-5-9-E,73660.71,8839.29,82500.00,0.00,82500.00,27500.00,110000.00,
,021-2024-RS-000317,21,4/29/2024 15:22,INH,967132,AGT,13,KLM-5-3-T,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000318,21,4/29/2024 17:30,DEF,967138,AGT,13,KLM-9-10-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000335,14,4/29/2024 17:55,INH,967142,AGT,13,EFG-1-22-Q,104500,12540,117040.00,2340.80,114699.20,34960.00,149659.20,
,018-2024-RS-000393,18,4/29/2024 17:59,INH,44280,AGT,13,HIJ-11-10-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000336,14,4/29/2024 18:06,INH,967144,AGT,13,EFG-1-22-P,104500,12540,117040.00,2340.80,114699.20,34960.00,149659.20,
,018-2024-RS-000414,18,4/30/2024 8:50,INH,967293,AGT,13,HIJ-27-37-F,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,014-2024-RS-000344,14,4/30/2024 10:05,INH,967160,AGT,13,EFG-1-25-Y,104500,12540,117040.00,3511.20,113528.80,34960.00,148488.80,
,021-2024-RS-000319,21,4/30/2024 10:06,INH,967152,AGT,13,KLM-9-31-B,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000379,21,4/30/2024 10:32,INH,963228,AGT,13,KLM-11-3-C,883928.57,106071.43,990000.00,0.00,990000.00,330000.00,1320000.00,
,021-2024-RS-000380,21,4/30/2024 10:39,INH,963228,AGT,13,KLM-11-3-D,883928.57,106071.43,990000.00,0.00,990000.00,330000.00,1320000.00,
,021-2024-RS-000381,21,4/30/2024 10:53,INH,967361,AGT,13,KLM-12-4-F,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000337,14,4/30/2024 10:56,DEF,967155,AGT,13,EFG-6-26-T,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,021-2024-RS-000338,21,4/30/2024 11:00,DEF,967208,AGT,13,KLM-2-5-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000345,14,4/30/2024 11:09,INH,966640,AGT,13,EFG-6-28-S,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000382,21,4/30/2024 11:14,INH,967361,AGT,13,KLM-12-4-G,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000383,21,4/30/2024 11:18,INH,967361,AGT,13,KLM-12-4-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000346,14,4/30/2024 11:19,INH,967273,AGT,13,EFG-6-27-F,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000384,21,4/30/2024 11:22,INH,967361,AGT,13,KLM-12-4-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000385,21,4/30/2024 11:26,INH,967361,AGT,13,KLM-12-4-J,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000347,14,4/30/2024 11:37,INH,967274,AGT,13,EFG-6-10-O,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000339,14,4/30/2024 11:46,INH,967160,AGT,13,EFG-6-27-A,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000341,14,4/30/2024 11:53,INH,967168,AGT,13,EFG-6-27-B,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000320,21,4/30/2024 12:11,INH,967170,AGT,13,KLM-2-3-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000321,21,4/30/2024 12:34,INH,967170,AGT,13,KLM-2-3-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000322,21,4/30/2024 13:26,INH,967170,AGT,13,KLM-2-3-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000323,21,4/30/2024 13:34,INH,967170,AGT,13,KLM-2-2-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,018-2024-RS-000408,18,4/30/2024 13:36,INH,967134,AGT,13,HIJ-11-17-O,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000324,21,4/30/2024 13:59,INH,967170,AGT,13,KLM-2-2-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000325,21,4/30/2024 14:04,INH,967170,AGT,13,KLM-2-2-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000326,21,4/30/2024 14:16,INH,967170,AGT,13,KLM-2-4-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000327,21,4/30/2024 14:24,INH,967170,AGT,13,KLM-2-4-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000328,21,4/30/2024 14:31,INH,967170,AGT,13,KLM-2-4-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000348,14,4/30/2024 14:37,INH,967289,AGT,13,EFG-6-30-Q,99687.5,11962.5,111650.00,8373.75,103276.25,33350.00,136626.25,
,021-2024-RS-000329,21,4/30/2024 14:39,INH,967170,AGT,13,KLM-2-5-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000349,14,4/30/2024 14:52,INH,967295,AGT,13,EFG-6-30-P,99687.5,11962.5,111650.00,8373.75,103276.25,33350.00,136626.25,
,021-2024-RS-000330,21,4/30/2024 14:54,INH,965832,AGT,13,KLM-2-22-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,018-2024-RS-000399,18,4/30/2024 14:54,INH,967194,AGT,13,HIJ-26A-1-P,1004464.29,120535.71,1125000.00,0.00,1125000.00,375000.00,1500000.00,
,014-2024-RS-000342,14,4/30/2024 14:57,INH,941465,OFCEMP,13,EFG-1-8-T,104500,12540,117040.00,23408.00,93632.00,34960.00,128592.00,
,021-2024-RS-000366,21,4/30/2024 15:04,INH,967292,AGT,13,KLM-9-21-D,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000367,21,4/30/2024 15:13,INH,967292,AGT,13,KLM-9-21-E,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000368,21,4/30/2024 15:18,INH,967292,AGT,13,KLM-9-22-A,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000369,21,4/30/2024 15:26,INH,967298,AGT,13,KLM-9-21-H,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000370,21,4/30/2024 15:30,INH,967298,AGT,13,KLM-9-21-I,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000371,21,4/30/2024 15:37,INH,967301,AGT,13,KLM-9-22-H,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000372,21,4/30/2024 15:41,INH,967301,AGT,13,KLM-9-22-I,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000331,21,4/30/2024 15:45,INH,965832,AGT,13,KLM-2-22-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000373,21,4/30/2024 15:46,INH,967305,AGT,13,KLM-9-22-J,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000374,21,4/30/2024 15:50,INH,967305,AGT,13,KLM-9-23-F,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000332,21,4/30/2024 15:54,INH,965832,AGT,13,KLM-2-22-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000333,21,4/30/2024 16:01,INH,965832,AGT,13,KLM-2-21-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000343,14,4/30/2024 16:02,INH,941465,OFCEMP,13,EFG-1-11-G,110000,13200,123200.00,24640.00,98560.00,36800.00,135360.00,
,021-2024-RS-000334,21,4/30/2024 16:06,INH,965832,AGT,13,KLM-2-21-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000335,21,4/30/2024 16:12,INH,965832,AGT,13,KLM-2-21-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000336,21,4/30/2024 16:19,INH,965832,AGT,13,KLM-2-20-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000337,21,4/30/2024 16:25,INH,965832,AGT,13,KLM-2-20-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000339,21,4/30/2024 16:31,INH,965832,AGT,13,KLM-2-20-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000341,21,4/30/2024 16:36,DEF,967208,AGT,13,KLM-2-5-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000340,21,4/30/2024 16:39,INH,965832,AGT,13,KLM-2-19-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,018-2024-RS-000411,18,4/30/2024 17:08,INH,967326,AGT,13,HIJ-27-1-U,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000412,18,4/30/2024 17:27,INH,967333,AGT,13,HIJ-20-23-I,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000402,18,4/30/2024 17:34,DEF,967184,AGT,13,HIJ-16-23-J,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000403,18,4/30/2024 17:37,INH,967184,AGT,13,HIJ-16-23-I,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000404,18,4/30/2024 17:41,INH,967120,OFCEMP,13,HIJ-20-31-K,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,021-2024-RS-000342,21,4/30/2024 17:44,DEF,967208,AGT,13,KLM-2-6-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000350,14,4/30/2024 17:51,INH,967337,AGT,13,EFG-6-31-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000343,21,4/30/2024 17:55,DEF,967208,AGT,13,KLM-2-6-B,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,021-2024-RS-000344,21,4/30/2024 18:01,DEF,967208,AGT,13,KLM-2-6-C,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,014-2024-RS-000351,14,4/30/2024 18:03,INH,967337,AGT,13,EFG-6-31-H,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000345,21,4/30/2024 18:17,DEF,967208,AGT,13,KLM-2-7-A,80357.14,9642.86,90000.00,9000.00,81000.00,30000.00,111000.00,
,018-2024-RS-000405,18,4/30/2024 18:21,DEF,967229,AGT,13,HIJ-27-37-I,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
